state,district,key,year,season,rain_mm,n_days,rain_normal_mm,rain_anom_mm,rain_anom_pct
WEST BENGAL,>L|PUR DU>R,lpurdur,2023-2024,Annual,3752.23,365,3946.17,-193.94,-4.91
WEST BENGAL,>L|PUR DU>R,lpurdur,1997-1998,Kharif,2463.67,122,3054.9,-591.23,-19.35
WEST BENGAL,>L|PUR DU>R,lpurdur,1998-1999,Kharif,4183.96,122,3054.9,1129.06,36.96
WEST BENGAL,>L|PUR DU>R,lpurdur,1999-2000,Kharif,3060.69,122,3054.9,5.79,0.19
WEST BENGAL,>L|PUR DU>R,lpurdur,2000-2001,Kharif,3377.22,122,3054.9,322.32,10.55
WEST BENGAL,>L|PUR DU>R,lpurdur,2001-2002,Kharif,2286.62,122,3054.9,-768.28,-25.15
WEST BENGAL,>L|PUR DU>R,lpurdur,2002-2003,Kharif,2923.43,122,3054.9,-131.47,-4.3
WEST BENGAL,>L|PUR DU>R,lpurdur,2003-2004,Kharif,3000.45,122,3054.9,-54.45,-1.78
WEST BENGAL,>L|PUR DU>R,lpurdur,2004-2005,Kharif,3510.96,122,3054.9,456.06,14.93
WEST BENGAL,>L|PUR DU>R,lpurdur,2005-2006,Kharif,2619.19,122,3054.9,-435.71,-14.26
WEST BENGAL,>L|PUR DU>R,lpurdur,2006-2007,Kharif,2549.33,122,3054.9,-505.57,-16.55
WEST BENGAL,>L|PUR DU>R,lpurdur,2007-2008,Kharif,3323.41,122,3054.9,268.51,8.79
WEST BENGAL,>L|PUR DU>R,lpurdur,2008-2009,Kharif,3313.24,122,3054.9,258.34,8.46
WEST BENGAL,>L|PUR DU>R,lpurdur,2009-2010,Kharif,2806.42,122,3054.9,-248.48,-8.13
WEST BENGAL,>L|PUR DU>R,lpurdur,2010-2011,Kharif,2830.71,122,3054.9,-224.19,-7.34
WEST BENGAL,>L|PUR DU>R,lpurdur,2011-2012,Kharif,2622.23,122,3054.9,-432.67,-14.16
WEST BENGAL,>L|PUR DU>R,lpurdur,2012-2013,Kharif,3569.4,122,3054.9,514.5,16.84
WEST BENGAL,>L|PUR DU>R,lpurdur,2013-2014,Kharif,2600.4,122,3054.9,-454.5,-14.88
WEST BENGAL,>L|PUR DU>R,lpurdur,2014-2015,Kharif,2705.14,122,3054.9,-349.76,-11.45
WEST BENGAL,>L|PUR DU>R,lpurdur,2015-2016,Kharif,3238.49,122,3054.9,183.59,6.01
WEST BENGAL,>L|PUR DU>R,lpurdur,2016-2017,Kharif,2916.62,122,3054.9,-138.28,-4.53
WEST BENGAL,>L|PUR DU>R,lpurdur,2017-2018,Kharif,3312.43,122,3054.9,257.53,8.43
WEST BENGAL,>L|PUR DU>R,lpurdur,2018-2019,Kharif,2623.31,122,3054.9,-431.59,-14.13
WEST BENGAL,>L|PUR DU>R,lpurdur,2019-2020,Kharif,3208.74,122,3054.9,153.84,5.04
WEST BENGAL,>L|PUR DU>R,lpurdur,2020-2021,Kharif,4707.54,122,3054.9,1652.64,54.1
WEST BENGAL,>L|PUR DU>R,lpurdur,2021-2022,Kharif,2773.83,122,3054.9,-281.07,-9.2
WEST BENGAL,>L|PUR DU>R,lpurdur,2022-2023,Kharif,2804.54,122,3054.9,-250.36,-8.2
WEST BENGAL,>L|PUR DU>R,lpurdur,2023-2024,Kharif,3150.31,122,3054.9,95.41,3.12
WEST BENGAL,>L|PUR DU>R,lpurdur,1997-1998,Rabi,208.24,182,285.15,-76.91,-26.97
WEST BENGAL,>L|PUR DU>R,lpurdur,1998-1999,Rabi,186.23,182,285.15,-98.92,-34.69
WEST BENGAL,>L|PUR DU>R,lpurdur,1999-2000,Rabi,353.46,183,285.15,68.31,23.96
WEST BENGAL,>L|PUR DU>R,lpurdur,2000-2001,Rabi,180.2,182,285.15,-104.95,-36.8
WEST BENGAL,>L|PUR DU>R,lpurdur,2001-2002,Rabi,532.25,182,285.15,247.1,86.66
WEST BENGAL,>L|PUR DU>R,lpurdur,2002-2003,Rabi,334.69,182,285.15,49.55,17.38
WEST BENGAL,>L|PUR DU>R,lpurdur,2003-2004,Rabi,391.52,183,285.15,106.38,37.31
WEST BENGAL,>L|PUR DU>R,lpurdur,2004-2005,Rabi,434.45,182,285.15,149.31,52.36
WEST BENGAL,>L|PUR DU>R,lpurdur,2005-2006,Rabi,425.95,182,285.15,140.8,49.38
WEST BENGAL,>L|PUR DU>R,lpurdur,2006-2007,Rabi,308.01,182,285.15,22.86,8.02
WEST BENGAL,>L|PUR DU>R,lpurdur,2007-2008,Rabi,261.32,183,285.15,-23.83,-8.36
WEST BENGAL,>L|PUR DU>R,lpurdur,2008-2009,Rabi,218.23,182,285.15,-66.92,-23.47
WEST BENGAL,>L|PUR DU>R,lpurdur,2009-2010,Rabi,349.2,182,285.15,64.06,22.46
WEST BENGAL,>L|PUR DU>R,lpurdur,2010-2011,Rabi,193.24,182,285.15,-91.91,-32.23
WEST BENGAL,>L|PUR DU>R,lpurdur,2011-2012,Rabi,77.66,183,285.15,-207.48,-72.76
WEST BENGAL,>L|PUR DU>R,lpurdur,2012-2013,Rabi,228.11,182,285.15,-57.03,-20.0
WEST BENGAL,>L|PUR DU>R,lpurdur,2013-2014,Rabi,272.8,182,285.15,-12.35,-4.33
WEST BENGAL,>L|PUR DU>R,lpurdur,2014-2015,Rabi,102.95,182,285.15,-182.19,-63.89
WEST BENGAL,>L|PUR DU>R,lpurdur,2015-2016,Rabi,266.96,183,285.15,-18.18,-6.38
WEST BENGAL,>L|PUR DU>R,lpurdur,2016-2017,Rabi,328.41,182,285.15,43.26,15.17
WEST BENGAL,>L|PUR DU>R,lpurdur,2017-2018,Rabi,366.45,182,285.15,81.3,28.51
WEST BENGAL,>L|PUR DU>R,lpurdur,2018-2019,Rabi,172.26,182,285.15,-112.89,-39.59
WEST BENGAL,>L|PUR DU>R,lpurdur,2019-2020,Rabi,179.82,183,285.15,-105.33,-36.94
WEST BENGAL,>L|PUR DU>R,lpurdur,2020-2021,Rabi,172.77,182,285.15,-112.38,-39.41
WEST BENGAL,>L|PUR DU>R,lpurdur,2021-2022,Rabi,416.91,182,285.15,131.76,46.21
WEST BENGAL,>L|PUR DU>R,lpurdur,2022-2023,Rabi,451.73,182,285.15,166.59,58.42
ARUNACHAL PRADESH,>NJ>W,njw,1997-1998,Annual,2221.7,365,1597.84,623.86,39.04
ARUNACHAL PRADESH,>NJ>W,njw,1998-1999,Annual,2723.5,365,1597.84,1125.67,70.45
ARUNACHAL PRADESH,>NJ>W,njw,1999-2000,Annual,65.0,365,1597.84,-1532.84,-95.93
ARUNACHAL PRADESH,>NJ>W,njw,2000-2001,Annual,894.25,366,1597.84,-703.59,-44.03
ARUNACHAL PRADESH,>NJ>W,njw,2001-2002,Annual,1419.68,365,1597.84,-178.16,-11.15
ARUNACHAL PRADESH,>NJ>W,njw,2002-2003,Annual,2078.1,365,1597.84,480.26,30.06
ARUNACHAL PRADESH,>NJ>W,njw,2003-2004,Annual,2000.14,365,1597.84,402.3,25.18
ARUNACHAL PRADESH,>NJ>W,njw,2004-2005,Annual,1526.0,366,1597.84,-71.84,-4.5
ARUNACHAL PRADESH,>NJ>W,njw,2005-2006,Annual,2418.83,365,1597.84,820.99,51.38
ARUNACHAL PRADESH,>NJ>W,njw,2006-2007,Annual,0.0,365,1597.84,-1597.84,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2007-2008,Annual,0.0,365,1597.84,-1597.84,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2008-2009,Annual,2148.72,366,1597.84,550.88,34.48
ARUNACHAL PRADESH,>NJ>W,njw,2009-2010,Annual,1261.97,365,1597.84,-335.87,-21.02
ARUNACHAL PRADESH,>NJ>W,njw,2010-2011,Annual,2860.68,365,1597.84,1262.84,79.03
ARUNACHAL PRADESH,>NJ>W,njw,2011-2012,Annual,0.0,365,1597.84,-1597.84,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2012-2013,Annual,0.0,366,1597.84,-1597.84,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2013-2014,Annual,2130.11,365,1597.84,532.27,33.31
ARUNACHAL PRADESH,>NJ>W,njw,2014-2015,Annual,1688.27,365,1597.84,90.43,5.66
ARUNACHAL PRADESH,>NJ>W,njw,2015-2016,Annual,1889.21,365,1597.84,291.38,18.24
ARUNACHAL PRADESH,>NJ>W,njw,2016-2017,Annual,2724.9,366,1597.84,1127.07,70.54
ARUNACHAL PRADESH,>NJ>W,njw,2017-2018,Annual,2335.68,365,1597.84,737.84,46.18
ARUNACHAL PRADESH,>NJ>W,njw,2018-2019,Annual,1468.29,365,1597.84,-129.55,-8.11
ARUNACHAL PRADESH,>NJ>W,njw,2019-2020,Annual,2385.8,365,1597.84,787.96,49.31
ARUNACHAL PRADESH,>NJ>W,njw,2020-2021,Annual,1906.21,366,1597.84,308.37,19.3
ARUNACHAL PRADESH,>NJ>W,njw,2021-2022,Annual,1302.74,365,1597.84,-295.09,-18.47
ARUNACHAL PRADESH,>NJ>W,njw,2022-2023,Annual,2528.39,365,1597.84,930.55,58.24
ARUNACHAL PRADESH,>NJ>W,njw,2023-2024,Annual,1163.44,365,1597.84,-434.39,-27.19
ARUNACHAL PRADESH,>NJ>W,njw,1997-1998,Kharif,1192.51,122,822.83,369.67,44.93
ARUNACHAL PRADESH,>NJ>W,njw,1998-1999,Kharif,1539.5,122,822.83,716.67,87.1
ARUNACHAL PRADESH,>NJ>W,njw,1999-2000,Kharif,0.0,122,822.83,-822.83,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2000-2001,Kharif,609.0,122,822.83,-213.83,-25.99
ARUNACHAL PRADESH,>NJ>W,njw,2001-2002,Kharif,658.94,122,822.83,-163.89,-19.92
ARUNACHAL PRADESH,>NJ>W,njw,2002-2003,Kharif,955.05,122,822.83,132.21,16.07
ARUNACHAL PRADESH,>NJ>W,njw,2003-2004,Kharif,1009.52,122,822.83,186.68,22.69
ARUNACHAL PRADESH,>NJ>W,njw,2004-2005,Kharif,951.1,122,822.83,128.27,15.59
ARUNACHAL PRADESH,>NJ>W,njw,2005-2006,Kharif,750.51,122,822.83,-72.33,-8.79
ARUNACHAL PRADESH,>NJ>W,njw,2006-2007,Kharif,0.0,122,822.83,-822.83,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2007-2008,Kharif,0.0,122,822.83,-822.83,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2008-2009,Kharif,1014.11,122,822.83,191.28,23.25
ARUNACHAL PRADESH,>NJ>W,njw,2009-2010,Kharif,602.56,122,822.83,-220.27,-26.77
ARUNACHAL PRADESH,>NJ>W,njw,2010-2011,Kharif,1479.18,122,822.83,656.35,79.77
ARUNACHAL PRADESH,>NJ>W,njw,2011-2012,Kharif,0.0,122,822.83,-822.83,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2012-2013,Kharif,0.0,122,822.83,-822.83,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2013-2014,Kharif,1265.67,122,822.83,442.84,53.82
ARUNACHAL PRADESH,>NJ>W,njw,2014-2015,Kharif,1176.81,122,822.83,353.97,43.02
ARUNACHAL PRADESH,>NJ>W,njw,2015-2016,Kharif,1261.2,122,822.83,438.36,53.27
ARUNACHAL PRADESH,>NJ>W,njw,2016-2017,Kharif,1359.7,122,822.83,536.87,65.25
ARUNACHAL PRADESH,>NJ>W,njw,2017-2018,Kharif,1375.87,122,822.83,553.04,67.21
ARUNACHAL PRADESH,>NJ>W,njw,2018-2019,Kharif,762.48,122,822.83,-60.36,-7.34
ARUNACHAL PRADESH,>NJ>W,njw,2019-2020,Kharif,1132.44,122,822.83,309.61,37.63
ARUNACHAL PRADESH,>NJ>W,njw,2020-2021,Kharif,1116.48,122,822.83,293.65,35.69
ARUNACHAL PRADESH,>NJ>W,njw,2021-2022,Kharif,602.43,122,822.83,-220.41,-26.79
ARUNACHAL PRADESH,>NJ>W,njw,2022-2023,Kharif,920.53,122,822.83,97.69,11.87
ARUNACHAL PRADESH,>NJ>W,njw,2023-2024,Kharif,480.95,122,822.83,-341.88,-41.55
ARUNACHAL PRADESH,>NJ>W,njw,1997-1998,Rabi,497.58,182,327.25,170.33,52.05
ARUNACHAL PRADESH,>NJ>W,njw,1998-1999,Rabi,282.03,182,327.25,-45.22,-13.82
ARUNACHAL PRADESH,>NJ>W,njw,1999-2000,Rabi,127.25,183,327.25,-200.0,-61.12
ARUNACHAL PRADESH,>NJ>W,njw,2000-2001,Rabi,372.77,182,327.25,45.52,13.91
ARUNACHAL PRADESH,>NJ>W,njw,2001-2002,Rabi,582.87,182,327.25,255.62,78.11
ARUNACHAL PRADESH,>NJ>W,njw,2002-2003,Rabi,405.95,182,327.25,78.7,24.05
ARUNACHAL PRADESH,>NJ>W,njw,2003-2004,Rabi,269.55,183,327.25,-57.7,-17.63
ARUNACHAL PRADESH,>NJ>W,njw,2004-2005,Rabi,1099.9,182,327.25,772.65,236.1
ARUNACHAL PRADESH,>NJ>W,njw,2005-2006,Rabi,254.77,182,327.25,-72.48,-22.15
ARUNACHAL PRADESH,>NJ>W,njw,2006-2007,Rabi,0.0,182,327.25,-327.25,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2007-2008,Rabi,393.52,183,327.25,66.27,20.25
ARUNACHAL PRADESH,>NJ>W,njw,2008-2009,Rabi,358.78,182,327.25,31.53,9.64
ARUNACHAL PRADESH,>NJ>W,njw,2009-2010,Rabi,362.77,182,327.25,35.52,10.85
ARUNACHAL PRADESH,>NJ>W,njw,2010-2011,Rabi,181.09,182,327.25,-146.16,-44.66
ARUNACHAL PRADESH,>NJ>W,njw,2011-2012,Rabi,0.0,183,327.25,-327.25,-100.0
ARUNACHAL PRADESH,>NJ>W,njw,2012-2013,Rabi,121.95,182,327.25,-205.3,-62.74
ARUNACHAL PRADESH,>NJ>W,njw,2013-2014,Rabi,248.28,182,327.25,-78.97,-24.13
ARUNACHAL PRADESH,>NJ>W,njw,2014-2015,Rabi,111.62,182,327.25,-215.63,-65.89
ARUNACHAL PRADESH,>NJ>W,njw,2015-2016,Rabi,309.5,183,327.25,-17.75,-5.42
ARUNACHAL PRADESH,>NJ>W,njw,2016-2017,Rabi,368.74,182,327.25,41.49,12.68
ARUNACHAL PRADESH,>NJ>W,njw,2017-2018,Rabi,461.19,182,327.25,133.94,40.93
ARUNACHAL PRADESH,>NJ>W,njw,2018-2019,Rabi,283.47,182,327.25,-43.78,-13.38
ARUNACHAL PRADESH,>NJ>W,njw,2019-2020,Rabi,212.92,183,327.25,-114.34,-34.94
ARUNACHAL PRADESH,>NJ>W,njw,2020-2021,Rabi,292.52,182,327.25,-34.73,-10.61
ARUNACHAL PRADESH,>NJ>W,njw,2021-2022,Rabi,364.44,182,327.25,37.19,11.36
ARUNACHAL PRADESH,>NJ>W,njw,2022-2023,Rabi,545.04,182,327.25,217.79,66.55
TELANGANA,ADILABAD,adilabad,1997-1998,Annual,1002.78,365,1150.91,-148.13,-12.87
TELANGANA,ADILABAD,adilabad,1998-1999,Annual,1279.0,365,1150.91,128.09,11.13
TELANGANA,ADILABAD,adilabad,1999-2000,Annual,992.08,365,1150.91,-158.83,-13.8
TELANGANA,ADILABAD,adilabad,2000-2001,Annual,948.98,366,1150.91,-201.93,-17.55
TELANGANA,ADILABAD,adilabad,2001-2002,Annual,1051.34,365,1150.91,-99.57,-8.65
TELANGANA,ADILABAD,adilabad,2002-2003,Annual,1000.15,365,1150.91,-150.76,-13.1
TELANGANA,ADILABAD,adilabad,2003-2004,Annual,991.31,365,1150.91,-159.6,-13.87
TELANGANA,ADILABAD,adilabad,2004-2005,Annual,744.85,366,1150.91,-406.06,-35.28
TELANGANA,ADILABAD,adilabad,2005-2006,Annual,1390.28,365,1150.91,239.37,20.8
TELANGANA,ADILABAD,adilabad,2006-2007,Annual,1128.5,365,1150.91,-22.41,-1.95
TELANGANA,ADILABAD,adilabad,2007-2008,Annual,994.69,365,1150.91,-156.22,-13.57
TELANGANA,ADILABAD,adilabad,2008-2009,Annual,952.31,366,1150.91,-198.6,-17.26
TELANGANA,ADILABAD,adilabad,2009-2010,Annual,620.46,365,1150.91,-530.45,-46.09
TELANGANA,ADILABAD,adilabad,2010-2011,Annual,1428.63,365,1150.91,277.72,24.13
TELANGANA,ADILABAD,adilabad,2011-2012,Annual,751.1,365,1150.91,-399.81,-34.74
TELANGANA,ADILABAD,adilabad,2012-2013,Annual,1103.78,366,1150.91,-47.13,-4.1
TELANGANA,ADILABAD,adilabad,2013-2014,Annual,1754.15,365,1150.91,603.24,52.41
TELANGANA,ADILABAD,adilabad,2014-2015,Annual,947.29,365,1150.91,-203.62,-17.69
TELANGANA,ADILABAD,adilabad,2015-2016,Annual,1038.11,365,1150.91,-112.8,-9.8
TELANGANA,ADILABAD,adilabad,2016-2017,Annual,1259.6,366,1150.91,108.69,9.44
TELANGANA,ADILABAD,adilabad,2017-2018,Annual,882.56,365,1150.91,-268.35,-23.32
TELANGANA,ADILABAD,adilabad,2018-2019,Annual,1599.12,365,1150.91,448.21,38.94
TELANGANA,ADILABAD,adilabad,2019-2020,Annual,1282.49,365,1150.91,131.58,11.43
TELANGANA,ADILABAD,adilabad,2020-2021,Annual,1112.18,366,1150.91,-38.74,-3.37
TELANGANA,ADILABAD,adilabad,2021-2022,Annual,1668.02,365,1150.91,517.11,44.93
TELANGANA,ADILABAD,adilabad,2022-2023,Annual,1762.07,365,1150.91,611.16,53.1
TELANGANA,ADILABAD,adilabad,2023-2024,Annual,1388.77,365,1150.91,237.86,20.67
TELANGANA,ADILABAD,adilabad,1997-1998,Kharif,754.21,122,1002.64,-248.44,-24.78
TELANGANA,ADILABAD,adilabad,1998-1999,Kharif,1092.13,122,1002.64,89.49,8.92
TELANGANA,ADILABAD,adilabad,1999-2000,Kharif,845.53,122,1002.64,-157.11,-15.67
TELANGANA,ADILABAD,adilabad,2000-2001,Kharif,838.81,122,1002.64,-163.83,-16.34
TELANGANA,ADILABAD,adilabad,2001-2002,Kharif,842.14,122,1002.64,-160.5,-16.01
TELANGANA,ADILABAD,adilabad,2002-2003,Kharif,931.51,122,1002.64,-71.14,-7.09
TELANGANA,ADILABAD,adilabad,2003-2004,Kharif,908.91,122,1002.64,-93.74,-9.35
TELANGANA,ADILABAD,adilabad,2004-2005,Kharif,654.09,122,1002.64,-348.55,-34.76
TELANGANA,ADILABAD,adilabad,2005-2006,Kharif,1120.4,122,1002.64,117.76,11.75
TELANGANA,ADILABAD,adilabad,2006-2007,Kharif,936.53,122,1002.64,-66.11,-6.59
TELANGANA,ADILABAD,adilabad,2007-2008,Kharif,952.42,122,1002.64,-50.23,-5.01
TELANGANA,ADILABAD,adilabad,2008-2009,Kharif,821.65,122,1002.64,-180.99,-18.05
TELANGANA,ADILABAD,adilabad,2009-2010,Kharif,534.48,122,1002.64,-468.16,-46.69
TELANGANA,ADILABAD,adilabad,2010-2011,Kharif,1240.34,122,1002.64,237.7,23.71
TELANGANA,ADILABAD,adilabad,2011-2012,Kharif,696.44,122,1002.64,-306.2,-30.54
TELANGANA,ADILABAD,adilabad,2012-2013,Kharif,1003.71,122,1002.64,1.07,0.11
TELANGANA,ADILABAD,adilabad,2013-2014,Kharif,1518.57,122,1002.64,515.93,51.46
TELANGANA,ADILABAD,adilabad,2014-2015,Kharif,759.91,122,1002.64,-242.73,-24.21
TELANGANA,ADILABAD,adilabad,2015-2016,Kharif,861.81,122,1002.64,-140.83,-14.05
TELANGANA,ADILABAD,adilabad,2016-2017,Kharif,1070.29,122,1002.64,67.65,6.75
TELANGANA,ADILABAD,adilabad,2017-2018,Kharif,775.52,122,1002.64,-227.12,-22.65
TELANGANA,ADILABAD,adilabad,2018-2019,Kharif,1475.06,122,1002.64,472.42,47.12
TELANGANA,ADILABAD,adilabad,2019-2020,Kharif,1123.3,122,1002.64,120.66,12.03
TELANGANA,ADILABAD,adilabad,2020-2021,Kharif,958.25,122,1002.64,-44.39,-4.43
TELANGANA,ADILABAD,adilabad,2021-2022,Kharif,1544.21,122,1002.64,541.57,54.01
TELANGANA,ADILABAD,adilabad,2022-2023,Kharif,1601.06,122,1002.64,598.42,59.68
TELANGANA,ADILABAD,adilabad,2023-2024,Kharif,1210.05,122,1002.64,207.41,20.69
TELANGANA,ADILABAD,adilabad,1997-1998,Rabi,222.1,182,112.66,109.44,97.14
TELANGANA,ADILABAD,adilabad,1998-1999,Rabi,124.79,182,112.66,12.13,10.76
TELANGANA,ADILABAD,adilabad,1999-2000,Rabi,104.45,183,112.66,-8.21,-7.29
TELANGANA,ADILABAD,adilabad,2000-2001,Rabi,52.02,182,112.66,-60.64,-53.83
TELANGANA,ADILABAD,adilabad,2001-2002,Rabi,147.27,182,112.66,34.61,30.72
TELANGANA,ADILABAD,adilabad,2002-2003,Rabi,39.06,182,112.66,-73.6,-65.33
TELANGANA,ADILABAD,adilabad,2003-2004,Rabi,92.91,183,112.66,-19.75,-17.53
TELANGANA,ADILABAD,adilabad,2004-2005,Rabi,153.87,182,112.66,41.21,36.58
TELANGANA,ADILABAD,adilabad,2005-2006,Rabi,135.88,182,112.66,23.22,20.61
TELANGANA,ADILABAD,adilabad,2006-2007,Rabi,89.7,182,112.66,-22.96,-20.38
TELANGANA,ADILABAD,adilabad,2007-2008,Rabi,115.04,183,112.66,2.38,2.12
TELANGANA,ADILABAD,adilabad,2008-2009,Rabi,40.86,182,112.66,-71.8,-63.73
TELANGANA,ADILABAD,adilabad,2009-2010,Rabi,81.89,182,112.66,-30.77,-27.31
TELANGANA,ADILABAD,adilabad,2010-2011,Rabi,175.61,182,112.66,62.95,55.88
TELANGANA,ADILABAD,adilabad,2011-2012,Rabi,5.96,183,112.66,-106.7,-94.71
TELANGANA,ADILABAD,adilabad,2012-2013,Rabi,132.57,182,112.66,19.91,17.67
TELANGANA,ADILABAD,adilabad,2013-2014,Rabi,284.44,182,112.66,171.78,152.48
TELANGANA,ADILABAD,adilabad,2014-2015,Rabi,132.29,182,112.66,19.63,17.42
TELANGANA,ADILABAD,adilabad,2015-2016,Rabi,26.29,183,112.66,-86.37,-76.66
TELANGANA,ADILABAD,adilabad,2016-2017,Rabi,152.34,182,112.66,39.68,35.22
TELANGANA,ADILABAD,adilabad,2017-2018,Rabi,80.74,182,112.66,-31.92,-28.33
TELANGANA,ADILABAD,adilabad,2018-2019,Rabi,30.58,182,112.66,-82.08,-72.86
TELANGANA,ADILABAD,adilabad,2019-2020,Rabi,207.1,183,112.66,94.44,83.83
TELANGANA,ADILABAD,adilabad,2020-2021,Rabi,61.02,182,112.66,-51.64,-45.84
TELANGANA,ADILABAD,adilabad,2021-2022,Rabi,139.33,182,112.66,26.67,23.67
TELANGANA,ADILABAD,adilabad,2022-2023,Rabi,101.05,182,112.66,-11.61,-10.31
MADHYA PRADESH,AGAR MALWA,agarmalwa,1997-1998,Annual,1061.17,365,1009.44,51.73,5.12
MADHYA PRADESH,AGAR MALWA,agarmalwa,1998-1999,Annual,832.54,365,1009.44,-176.9,-17.52
MADHYA PRADESH,AGAR MALWA,agarmalwa,1999-2000,Annual,1085.09,365,1009.44,75.65,7.49
MADHYA PRADESH,AGAR MALWA,agarmalwa,2000-2001,Annual,572.78,366,1009.44,-436.66,-43.26
MADHYA PRADESH,AGAR MALWA,agarmalwa,2001-2002,Annual,625.44,365,1009.44,-384.0,-38.04
MADHYA PRADESH,AGAR MALWA,agarmalwa,2002-2003,Annual,497.31,365,1009.44,-512.13,-50.73
MADHYA PRADESH,AGAR MALWA,agarmalwa,2003-2004,Annual,756.74,365,1009.44,-252.7,-25.03
MADHYA PRADESH,AGAR MALWA,agarmalwa,2004-2005,Annual,983.58,366,1009.44,-25.86,-2.56
MADHYA PRADESH,AGAR MALWA,agarmalwa,2005-2006,Annual,632.08,365,1009.44,-377.36,-37.38
MADHYA PRADESH,AGAR MALWA,agarmalwa,2006-2007,Annual,1337.72,365,1009.44,328.27,32.52
MADHYA PRADESH,AGAR MALWA,agarmalwa,2007-2008,Annual,907.29,365,1009.44,-102.15,-10.12
MADHYA PRADESH,AGAR MALWA,agarmalwa,2008-2009,Annual,744.42,366,1009.44,-265.02,-26.25
MADHYA PRADESH,AGAR MALWA,agarmalwa,2009-2010,Annual,747.9,365,1009.44,-261.54,-25.91
MADHYA PRADESH,AGAR MALWA,agarmalwa,2010-2011,Annual,671.3,365,1009.44,-338.15,-33.5
MADHYA PRADESH,AGAR MALWA,agarmalwa,2011-2012,Annual,1313.14,365,1009.44,303.7,30.09
MADHYA PRADESH,AGAR MALWA,agarmalwa,2012-2013,Annual,808.83,366,1009.44,-200.61,-19.87
MADHYA PRADESH,AGAR MALWA,agarmalwa,2013-2014,Annual,1392.24,365,1009.44,382.8,37.92
MADHYA PRADESH,AGAR MALWA,agarmalwa,2014-2015,Annual,877.66,365,1009.44,-131.79,-13.06
MADHYA PRADESH,AGAR MALWA,agarmalwa,2015-2016,Annual,1649.14,365,1009.44,639.69,63.37
MADHYA PRADESH,AGAR MALWA,agarmalwa,2016-2017,Annual,1316.57,366,1009.44,307.13,30.43
MADHYA PRADESH,AGAR MALWA,agarmalwa,2017-2018,Annual,820.34,365,1009.44,-189.1,-18.73
MADHYA PRADESH,AGAR MALWA,agarmalwa,2018-2019,Annual,840.39,365,1009.44,-169.05,-16.75
MADHYA PRADESH,AGAR MALWA,agarmalwa,2019-2020,Annual,1930.53,365,1009.44,921.09,91.25
MADHYA PRADESH,AGAR MALWA,agarmalwa,2020-2021,Annual,935.06,366,1009.44,-74.38,-7.37
MADHYA PRADESH,AGAR MALWA,agarmalwa,2021-2022,Annual,1388.72,365,1009.44,379.28,37.57
MADHYA PRADESH,AGAR MALWA,agarmalwa,2022-2023,Annual,1598.24,365,1009.44,588.8,58.33
MADHYA PRADESH,AGAR MALWA,agarmalwa,2023-2024,Annual,928.72,365,1009.44,-80.73,-8.0
MADHYA PRADESH,AGAR MALWA,agarmalwa,1997-1998,Kharif,785.24,122,943.44,-158.19,-16.77
MADHYA PRADESH,AGAR MALWA,agarmalwa,1998-1999,Kharif,806.74,122,943.44,-136.69,-14.49
MADHYA PRADESH,AGAR MALWA,agarmalwa,1999-2000,Kharif,974.27,122,943.44,30.83,3.27
MADHYA PRADESH,AGAR MALWA,agarmalwa,2000-2001,Kharif,525.39,122,943.44,-418.04,-44.31
MADHYA PRADESH,AGAR MALWA,agarmalwa,2001-2002,Kharif,591.66,122,943.44,-351.78,-37.29
MADHYA PRADESH,AGAR MALWA,agarmalwa,2002-2003,Kharif,477.83,122,943.44,-465.61,-49.35
MADHYA PRADESH,AGAR MALWA,agarmalwa,2003-2004,Kharif,727.09,122,943.44,-216.35,-22.93
MADHYA PRADESH,AGAR MALWA,agarmalwa,2004-2005,Kharif,933.39,122,943.44,-10.05,-1.07
MADHYA PRADESH,AGAR MALWA,agarmalwa,2005-2006,Kharif,605.4,122,943.44,-338.04,-35.83
MADHYA PRADESH,AGAR MALWA,agarmalwa,2006-2007,Kharif,1258.16,122,943.44,314.72,33.36
MADHYA PRADESH,AGAR MALWA,agarmalwa,2007-2008,Kharif,844.51,122,943.44,-98.92,-10.49
MADHYA PRADESH,AGAR MALWA,agarmalwa,2008-2009,Kharif,729.41,122,943.44,-214.03,-22.69
MADHYA PRADESH,AGAR MALWA,agarmalwa,2009-2010,Kharif,573.62,122,943.44,-369.82,-39.2
MADHYA PRADESH,AGAR MALWA,agarmalwa,2010-2011,Kharif,654.46,122,943.44,-288.97,-30.63
MADHYA PRADESH,AGAR MALWA,agarmalwa,2011-2012,Kharif,1313.08,122,943.44,369.65,39.18
MADHYA PRADESH,AGAR MALWA,agarmalwa,2012-2013,Kharif,804.09,122,943.44,-139.34,-14.77
